group,size_group,gs_cat,gs_subcat,size_cat.subcat,group_in_cat.subcat,pathway,pathway_GOID,size_pathway,group_in_pathway,k/K,pval,FDR,qvalue,genes
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS,GO:0044270,445,70,0.15730337078651685,1.1965890110930004e-6,2.3380308764573668e-4,2.1456456500971972e-4,"c(""Dffa"", ""Thrap3"", ""Pde4c"", ""Mov10"", ""Nt5c3b"", ""Myd88"", ""Fus"", ""Pde8b"", ""Lsm4"", ""Taf15"", ""Rexo4"", ""Dcp1b"", ""Haao"", ""Tnrc6a"", ""Fbh1"", ""Nudt18"", ""Aldh6a1"", ""Pde4b"", ""Smpdl3a"", ""Tob1"", ""Sidt2"", ""Xrn1"", ""Galt"", ""Pnrc2"", ""Alkbh5"", ""Hnrnpa0"", ""Hnrnpd"", ""Prkca"", ""Celf1"", ""Ago2"", ""Dcp1a"", ""Nudt9"", ""Exosc4"", ""Snd1"", ""Fitm2"", ""Khsrp"", ""Ythdf2"", ""Tdg"", ""Pabpc4"", ""Etf1"", ""Nudt5"", ""Eif4a3"", ""Dctpp1"", ""Mrto4"", ""Dnph1"", ""Rnps1"", ""Lsm1"", ""Ung"", ""Pop1"", ""Hnrnpu"", ""Dis3"", ""Eif4enif1"", ""Larp1"", ""Mettl16"", ""Magohb"", 
""Fen1"", ""Hnrnpab"", ""Exosc3"", ""Serbp1"", ""Dkc1"", ""Hnrnpm"", ""Apex1"", ""Rbm8a"", ""Slfn9"", ""Pde12"", ""Mtrex"", ""Elac2"", ""Ppp1r8"", ""Zc3h18"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_PROTEIN_IMPORT,GO:0017038,198,39,0.19696969696969696,1.3456437699056255e-6,2.519717959148284e-4,2.3123825835483512e-4,"c(""Notch1"", ""Timm44"", ""Tnpo2"", ""Ppp3ca"", ""Pttg1ip"", ""Pex5"", ""Atf2"", ""Ifng"", ""Ppp1r10"", ""Ipo13"", ""Med1"", ""Romo1"", ""Cblb"", ""E2f3"", ""Phb2"", ""Timm23"", ""Tomm40"", ""Hspd1"", ""Chchd4"", ""Ran"", ""Cse1l"", ""Nup62"", ""Nup155"", ""Ect2"", ""Kpnb1"", ""Nolc1"", ""Nup93"", ""Nup133"", ""Ipo7"", ""Eif4enif1"", ""Nup107"", ""Pom121"", ""Tnpo1"", ""Heatr3"", ""Hspa8"", ""Hsp90aa1"", ""Nup98"", ""Akt1"", ""Pex19"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MATURATION_OF_LSU_RRNA,GO:0000470,28,12,0.42857142857142855,1.665405885986057e-6,2.993733620648536e-4,2.747393794228788e-4,"c(""Rpl7a"", ""Wdr12"", ""Rpf2"", ""Rsl1d1"", ""Bop1"", ""Pes1"", ""Nol9"", ""Ddx18"", ""Gtpbp4"", ""Nop2"", ""Ftsj3"", ""Eif6"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MRNA_CATABOLIC_PROCESS,GO:0006402,231,43,0.18614718614718614,1.914214361932555e-6,3.3086459009711163e-4,3.0363934696565794e-4,"c(""Thrap3"", ""Mov10"", ""Nt5c3b"", ""Myd88"", ""Fus"", ""Lsm4"", ""Taf15"", ""Dcp1b"", ""Tnrc6a"", ""Tob1"", ""Xrn1"", ""Pnrc2"", ""Alkbh5"", ""Hnrnpa0"", ""Hnrnpd"", ""Prkca"", ""Celf1"", ""Ago2"", ""Dcp1a"", ""Exosc4"", ""Snd1"", ""Khsrp"", ""Ythdf2"", ""Pabpc4"", ""Etf1"", ""Eif4a3"", ""Mrto4"", ""Rnps1"", ""Lsm1"", ""Hnrnpu"", ""Dis3"", ""Eif4enif1"", ""Larp1"", ""Mettl16"", ""Magohb"", ""Hnrnpab"", ""Exosc3"", ""Serbp1"", ""Hnrnpm"", ""Apex1"", ""Rbm8a"", ""Pde12"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_TRNA_METABOLIC_PROCESS,GO:0006399,181,36,0.19889502762430938,2.680430801339872e-6,4.3635829760733464e-4,4.0045248870436304e-4,"c(""Sars2"", ""Wdr4"", ""Zbtb8os"", ""Prorsd1"", ""Bcdin3d"", ""Ankrd16"", ""Dalrd3"", ""Rtcb"", ""Pusl1"", ""Tsen54"", ""Tyw5"", ""Thg1l"", ""Tyw1"", ""Nars"", ""Dus1l"", ""Iars"", ""Pop1"", ""Eprs"", ""Pus1"", ""Hars"", ""Tars"", ""Gtf3c5"", ""Exosc3"", ""Mars1"", ""Pop4"", ""Slfn9"", ""Dtd2"", ""Pus10"", ""Nat10"", ""Tarbp1"", ""Trmt5"", ""Elac2"", ""Adat1"", ""Trmt44"", ""Dtd1"", ""Thumpd1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_TELOMERE_MAINTENANCE,GO:0000723,131,29,0.22137404580152673,2.718743287273113e-6,4.3635829760733464e-4,4.0045248870436304e-4,"c(""Map3k4"", ""Xrn1"", ""Sp100"", ""LTO1"", ""Hnrnpd"", ""Ppp1r10"", ""Gnl3l"", ""Myc"", ""Dclre1b"", ""Cct7"", ""Aurkb"", ""Rpa2"", ""Ccne2"", ""Hnrnpu"", ""Brca2"", ""Fen1"", ""Dkc1"", ""Cct6a"", ""Tcp1"", ""Hsp90aa1"", ""Gar1"", ""Apex1"", ""Xrcc6"", ""Hnrnpa1"", ""Pif1"", ""Nat10"", ""Rif1"", ""Gnl3"", ""Xrcc3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,GO:0044772,406,64,0.15763546798029557,3.178793598408734e-6,4.926033941809948e-4,4.52069448949743e-4,"c(""Bcl2"", ""Ccnd3"", ""Taok3"", ""Chmp4c"", ""Dusp1"", ""Fbxl12"", ""Ppp3ca"", ""Fbxl6"", ""Mta3"", ""Cdk2ap2"", ""Fbxl8"", ""Cdc25b"", ""Mdm2"", ""Lzts1"", ""Bcat1"", ""Sde2"", ""Psme2"", ""Ccnd2"", ""Cdk6"", ""Ddx3x"", ""Kdm8"", ""Itgb1"", ""Nek6"", ""Rcc2"", ""E2f3"", ""Phb2"", ""Rcc1"", ""Trip13"", ""Orc1"", ""Myc"", ""Espl1"", ""Wee1"", ""Ube2c"", ""Plk1"", ""Dbf4"", ""Mad1l1"", ""Eif4e"", ""Psme3"", ""Aurkb"", ""Ccnf"", ""Rpa2"", ""Nasp"", ""Zwint"", ""Ccne2"", ""Kif14"", ""Ezh2"", ""Cdc25a"", ""Ddb1"", ""Atad5"", ""Rad51b"", ""Nabp1"", ""Usp37"", ""Eif4ebp1"", ""Rbbp8"", ""Riok2"", ""Apex1"", ""Arpp19"", 
""Slfn9"", ""Cdc73"", ""Pidd1"", ""Clasp1"", ""Eif4g1"", ""Xrcc3"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS,GO:0061013,168,34,0.20238095238095238,3.3665615345657533e-6,5.043109178779499e-4,4.6281361727819727e-4,"c(""Thrap3"", ""Mov10"", ""Nt5c3b"", ""Myd88"", ""Fus"", ""Taf15"", ""Dcp1b"", ""Tnrc6a"", ""Tob1"", ""Alkbh5"", ""Hnrnpa0"", ""Hnrnpd"", ""Prkca"", ""Celf1"", ""Ago2"", ""Dcp1a"", ""Khsrp"", ""Ythdf2"", ""Pabpc4"", ""Eif4a3"", ""Lsm1"", ""Hnrnpu"", ""Dis3"", ""Eif4enif1"", ""Larp1"", ""Mettl16"", ""Hnrnpab"", ""Exosc3"", ""Serbp1"", ""Hnrnpm"", ""Apex1"", ""Rbm8a"", ""Pde12"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MATURATION_OF_5_8S_RRNA,GO:0000460,35,13,0.37142857142857144,4.235862249187792e-6,6.140633854145141e-4,5.635350863265796e-4,"c(""Exosc4"", ""Wdr12"", ""Nop9"", ""Bop1"", ""Rrs1"", ""Pes1"", ""Nol9"", ""Exosc3"", ""Mphosph6"", ""Ftsj3"", ""Eif6"", ""Mtrex"", ""Utp20"")"
int,1553,C5,GO:BP,15653,1379,GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,GO:1901361,489,73,0.1492842535787321,5.030503126415631e-6,7.064712828159951e-4,6.483391858321197e-4,"c(""Dffa"", ""Thrap3"", ""Pde4c"", ""Mov10"", ""Nt5c3b"", ""Myd88"", ""Fus"", ""Pde8b"", ""Fah"", ""Lsm4"", ""Sult1a1"", ""Taf15"", ""Rexo4"", ""Dcp1b"", ""Haao"", ""Tnrc6a"", ""Fbh1"", ""Nudt18"", ""Aldh6a1"", ""Pde4b"", ""Smpdl3a"", ""Tob1"", ""Sidt2"", ""Xrn1"", ""Galt"", ""Pnrc2"", ""Alkbh5"", ""Hnrnpa0"", ""Hnrnpd"", ""Prkca"", ""Celf1"", ""Ago2"", ""Dcp1a"", ""Nudt9"", ""Exosc4"", ""Snd1"", ""Fitm2"", ""Khsrp"", ""Ythdf2"", ""Tdg"", ""Pabpc4"", ""Etf1"", ""Nudt5"", ""Eif4a3"", ""Dctpp1"", ""Mrto4"", ""Dnph1"", ""Rnps1"", ""Lsm1"", ""Ung"", ""Pop1"", ""Hnrnpu"", ""Dis3"", ""Scarb1"", ""Eif4enif1"", 
""Larp1"", ""Mettl16"", ""Magohb"", ""Fen1"", ""Hnrnpab"", ""Exosc3"", ""Serbp1"", ""Dkc1"", ""Hnrnpm"", ""Apex1"", ""Rbm8a"", ""Slfn9"", ""Pde12"", ""Mtrex"", ""Elac2"", ""Ppp1r8"", ""Zc3h18"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_T_CELL_ACTIVATION,GO:0042110,482,72,0.14937759336099585,5.706016915467936e-6,7.668426489896463e-4,7.037428849557151e-4,"c(""Itgal"", ""Camk4"", ""Thy1"", ""Nkg7"", ""Il4ra"", ""Itk"", ""Bcl2"", ""Ccnd3"", ""Icam1"", ""Srf"", ""Sema4a"", ""Jaml"", ""Mdk"", ""Gpr183"", ""Lmo1"", ""Casp8"", ""Zap70"", ""Cd84"", ""Cd3e"", ""Il6ra"", ""Ripor2"", ""Ppp3ca"", ""Tcf7"", ""Cd8b1"", ""Lmbr1l"", ""Cd55"", ""Prex1"", ""H2-Ob"", ""Sash3"", ""Rac2"", ""Marchf7"", ""Cd1d1"", ""Ncstn"", ""Cd3g"", ""Rhoh"", ""Rasgrp1"", ""Slamf6"", ""Sox13"", ""Tnfrsf14"", ""B2m"", ""Lef1"", ""Dpp4"", ""Gata3"", ""Prdm1"", ""Eomes"", ""Rab27a"", ""Kit"", ""Atf2"", ""Ap3b1"", ""Myb"", ""Ifng"", ""Cdk6"", ""Ptpn11"", ""Hmgb1"", ""Fkbp1a"", ""Cblb"", ""Icos"", ""Ptger4"", 
""Il12rb1"", ""Hspd1"", ""Tnfsf14"", ""Irf4"", ""Tnfrsf21"", ""Mad1l1"", ""Slc7a1"", ""Il2ra"", ""Tfrc"", ""Tnfsf8"", ""Dnaja3"", ""Glmn"", ""Gpr89"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELL_CYCLE_PHASE_TRANSITION,GO:0044770,500,74,0.148,5.944006074969355e-6,7.668426489896463e-4,7.037428849557151e-4,"c(""Bcl2"", ""Ccnd3"", ""Taok3"", ""Chmp4c"", ""Dusp1"", ""Fbxl12"", ""Ppp3ca"", ""Fbxl6"", ""Mta3"", ""Cdk2ap2"", ""Akap8l"", ""Fbxl8"", ""Cdc25b"", ""Usp28"", ""Mdm2"", ""Lzts1"", ""Atf2"", ""Bcat1"", ""Sde2"", ""Psme2"", ""Ccnd2"", ""Cdk6"", ""Ptpn11"", ""Ppp1r10"", ""Ddx3x"", ""Kdm8"", ""Itgb1"", ""Nek6"", ""Rcc2"", ""E2f3"", ""Phb2"", ""Rcc1"", ""Trip13"", ""Orc1"", ""Myc"", ""Espl1"", ""Wee1"", ""Ube2c"", ""Plk1"", ""Dbf4"", ""Mad1l1"", ""Eif4e"", ""Psme3"", ""Aurkb"", ""Ccnf"", ""Rpa2"", ""Nasp"", ""Zwint"", ""Ccne2"", ""Kif14"", ""Ezh2"", ""Cdc25a"", ""Ddb1"", ""Brip1"", ""Atad5"", ""Fem1b"", ""Rad51b"", 
""Nabp1"", ""Usp37"", ""Eif4ebp1"", ""Eef1aknmt"", ""Rbbp8"", ""Riok2"", ""Apex1"", ""Arpp19"", ""Slfn9"", ""Cdc73"", ""Pidd1"", ""Clasp1"", ""Dot1l"", ""Eif4g1"", ""Thoc5"", ""Xrcc3"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,GO:1903313,122,27,0.22131147540983606,5.9722947740626655e-6,7.668426489896463e-4,7.037428849557151e-4,"c(""Thrap3"", ""Mov10"", ""Nt5c3b"", ""Rbm3"", ""Dcp1b"", ""Tnrc6a"", ""Tob1"", ""Hnrnpd"", ""Dazap1"", ""Celf1"", ""Ago2"", ""Dcp1a"", ""Khsrp"", ""Ythdf2"", ""Ncl"", ""Lsm1"", ""Hnrnpu"", ""Dis3"", ""Eif4enif1"", ""Mettl16"", ""Tra2a"", ""Exosc3"", ""Hspa8"", ""Cdc73"", ""Tra2b"", ""Pde12"", ""Nup98"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS,GO:0046112,18,9,0.5,7.267485699391071e-6,9.072244648073187e-4,8.325733617021701e-4,"c(""Ctps2"", ""Prps1"", ""Shmt2"", ""Shmt1"", ""Paics"", ""Gart"", ""Cad"", ""Ppat"", ""Umps"")"
int,1553,C5,GO:BP,15653,1379,GOBP_TELOMERE_ORGANIZATION,GO:0032200,153,31,0.20261437908496732,8.756773204737376e-6,0.0010415995594319778,9.558913812227974e-4,"c(""Map3k4"", ""Xrn1"", ""Sp100"", ""LTO1"", ""Hnrnpd"", ""Ppp1r10"", ""Gnl3l"", ""Myc"", ""Dclre1b"", ""Cct7"", ""Aurkb"", ""Rpa2"", ""Ccne2"", ""Ezh2"", ""Hnrnpu"", ""Brca2"", ""Fen1"", ""Dkc1"", ""Cct6a"", ""Tcp1"", ""Hsp90aa1"", ""Gar1"", ""Apex1"", ""Xrcc6"", ""Hnrnpa1"", ""Pif1"", ""Nat10"", ""Rif1"", ""Dot1l"", ""Gnl3"", ""Xrcc3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_VIRAL_PROCESS,GO:0016032,410,63,0.15365853658536585,8.807472910194739e-6,0.0010415995594319778,9.558913812227974e-4,"c(""Nedd4"", ""St6galnac2"", ""Bcl2"", ""Icam1"", ""Trim25"", ""Notch1"", ""Cr2"", ""Igf2r"", ""Mgat2"", ""Chmp4c"", ""Srpk2"", ""Rsf1"", ""Nfia"", ""Chmp2b"", ""Trim34a"", ""Trim12c"", ""Ly6e"", ""Grk2"", ""Cd55"", ""Smpd1"", ""Wwp2"", ""Tnfrsf14"", ""Trim5"", ""Lef1"", ""Vps28"", ""Dynlt1b"", ""Tnip1"", ""F11r"", ""Dag1"", ""Ddx3x"", ""Eif3g"", ""Itgb1"", ""Pcbp1"", ""P4hb"", ""Siva1"", ""Rcc1"", ""St6galnac4"", ""Ccl4"", ""Bcl2l1"", ""Ldlr"", ""Eif3b"", ""Ran"", ""Ccl3"", ""Plscr1"", ""Tfrc"", ""Ilf3"", ""Scarb1"", ""Ddb1"", ""Larp1"", ""Ppih"", ""Taf11"", ""St3gal4"", ""Trim27"", ""Mogs"", ""Ptbp1"", 
""Prmt1"", ""Eif3l"", ""Hspa8"", ""Pde12"", ""Smarca4"", ""Eif3a"", ""Hcfc1"", ""Chd1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_PROTEIN_FOLDING,GO:0006457,191,36,0.18848167539267016,9.611019364226073e-6,0.0011074851544315891,0.0010163555700145144,"c(""Dffa"", ""Tbce"", ""Dnajc4"", ""B2m"", ""Csnk2a1"", ""Hspa1l"", ""Dnajb11"", ""Fkbp2"", ""Uggt1"", ""Hsp90b1"", ""Fkbp1a"", ""Pdia4"", ""P4hb"", ""Nudc"", ""Hspd1"", ""Pdia6"", ""Chchd4"", ""Ruvbl2"", ""Ppil1"", ""Sdf2l1"", ""Cct7"", ""Pfdn4"", ""Ero1a"", ""Ppih"", ""Nudcd2"", ""Mogs"", ""Dnaja3"", ""Ahsa1"", ""Cct6a"", ""Hspa9"", ""Hspa8"", ""Tcp1"", ""Hsp90aa1"", ""Atf6"", ""Dnajb5"", ""Pex19"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,GO:0000463,15,8,0.5333333333333333,1.3015947111461203e-5,0.0014461490169744723,0.0013271524251062194,"c(""Wdr12"", ""Rpf2"", ""Bop1"", ""Pes1"", ""Nol9"", ""Ddx18"", ""Gtpbp4"", ""Ftsj3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RNA_LOCALIZATION,GO:0006403,186,35,0.1881720430107527,1.3193615864698122e-5,0.0014461490169744723,0.0013271524251062194,"c(""Rae1"", ""Sidt2"", ""Akap8l"", ""Alkbh5"", ""Hhex"", ""Khsrp"", ""Srsf1"", ""Eif5a"", ""Ruvbl2"", ""Ran"", ""Cct7"", ""Nup62"", ""Nup155"", ""Nup37"", ""Hnrnpu"", ""Kpnb1"", ""Nop58"", ""Nup93"", ""Nup133"", ""Nup107"", ""Pom121"", ""Prpf31"", ""Hnrnpab"", ""Aaas"", ""Ruvbl1"", ""Dkc1"", ""Cct6a"", ""Tcp1"", ""Xpot"", ""Hnrnpa3"", ""Hnrnpa1"", ""Nupl2"", ""Nup98"", ""Thoc5"", ""Gle1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,GO:0072594,407,62,0.15233415233415235,1.3641325154337915e-5,0.0014596217915141569,0.001339516590343257,"c(""Nedd4"", ""Notch1"", ""Timm44"", ""Tnpo2"", ""Ppp3ca"", ""Rac2"", ""Zfand2b"", ""Pttg1ip"", ""Pex5"", ""Vps28"", ""Hspa1l"", ""Atf2"", ""Gcc2"", ""Ap3b1"", ""Cacng4"", ""Ifng"", ""Sec61a1"", ""Ppp1r10"", ""Ipo13"", ""Med1"", ""Romo1"", ""Gzmb"", ""Cblb"", ""E2f3"", ""Phb2"", ""Timm23"", ""Tomm40"", ""Hspd1"", ""Chchd4"", ""Ruvbl2"", ""Vps36"", ""Ran"", ""Cct7"", ""Hk2"", ""Cse1l"", ""Nup62"", ""Nup155"", ""Ect2"", ""Kpnb1"", ""Nolc1"", ""Srpr"", ""Brca2"", ""Nup93"", ""Nup133"", ""Ipo7"", ""Eif4enif1"", ""Nup107"", ""Pom121"", ""Tnpo1"", ""Timm22"", ""Get4"", ""Hax1"", ""Heatr3"", ""Dkc1"", ""Cct6a"", 
""Hspa8"", ""Tcp1"", ""Hsp90aa1"", ""Nup98"", ""Pmpca"", ""Akt1"", ""Pex19"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_MRNA_PROCESSING,GO:0050684,135,28,0.2074074074074074,1.4883200061585943e-5,0.0015554674669015635,0.0014274755897501527,"c(""Thrap3"", ""Rbm3"", ""Srpk2"", ""Rbm42"", ""Raver2"", ""Rbm5"", ""Dazap1"", ""Celf1"", ""U2af2"", ""Srsf9"", ""Rbm15"", ""Srsf2"", ""Ncl"", ""C1qbp"", ""Rnps1"", ""Hnrnpu"", ""Mbnl3"", ""Mettl16"", ""Tra2a"", ""Ptbp1"", ""Hspa8"", ""Cwc22"", ""Rbm8a"", ""Hnrnpa1"", ""Srrm1"", ""Cdc73"", ""Tra2b"", ""Nup98"")"
int,1553,C5,GO:BP,15653,1379,GOBP_TRANSLATIONAL_INITIATION,GO:0006413,114,25,0.21929824561403508,1.5439785751162587e-5,0.0015769635719482878,0.0014472028845228472,"c(""Eif4a2"", ""LTO1"", ""Paip2"", ""Ago2"", ""Ddx3x"", ""Eif3g"", ""Eif4h"", ""Ythdf2"", ""Eif3b"", ""Eif4a1"", ""Eif2b5"", ""Larp1"", ""Eif2s3x"", ""Eif3j2"", ""Eif2b4"", ""Eif4ebp1"", ""Eif3j1"", ""Eif2s1"", ""Eif3l"", ""Eif6"", ""Eif4b"", ""Eif3a"", ""Dhx33"", ""Eif4g1"", ""Gle1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_IMPORT_INTO_NUCLEUS,GO:0051170,152,30,0.19736842105263158,2.0748531005624368e-5,0.0020270412682451286,0.0018602458691083814,"c(""Notch1"", ""Tnpo2"", ""Ppp3ca"", ""Pttg1ip"", ""Atf2"", ""Ifng"", ""Ppp1r10"", ""Ipo13"", ""Med1"", ""Cblb"", ""E2f3"", ""Phb2"", ""Ran"", ""Cse1l"", ""Nup62"", ""Nup155"", ""Ect2"", ""Kpnb1"", ""Nolc1"", ""Nup93"", ""Nup133"", ""Ipo7"", ""Eif4enif1"", ""Nup107"", ""Pom121"", ""Tnpo1"", ""Heatr3"", ""Hnrnpa1"", ""Nup98"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NUCLEAR_EXPORT,GO:0051168,152,30,0.19736842105263158,2.0748531005624368e-5,0.0020270412682451286,0.0018602458691083814,"c(""Rae1"", ""Sp100"", ""Akap8l"", ""Tcf7l2"", ""Alkbh5"", ""Hhex"", ""Ptpn11"", ""Nop9"", ""Nmd3"", ""Ran"", ""Cse1l"", ""Nup62"", ""Nup155"", ""Nup93"", ""Nup133"", ""Eif4enif1"", ""Nup107"", ""Xpo4"", ""Pom121"", ""Rrs1"", ""Rangap1"", ""Anp32b"", ""Hspa9"", ""Xpot"", ""Riok2"", ""Eif6"", ""Hnrnpa1"", ""Nupl2"", ""Thoc5"", ""Gle1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION,GO:0000070,169,32,0.1893491124260355,2.6781640213254006e-5,0.0025607806620928405,0.0023500664357341368,"c(""Chmp4c"", ""Dusp1"", ""Chmp2b"", ""Akap8l"", ""Smc4"", ""Kmt5a"", ""Nek6"", ""Naa50"", ""Nudc"", ""Trip13"", ""Espl1"", ""Sgo1"", ""Cdc20"", ""Ube2c"", ""Plk1"", ""Cep55"", ""Kif18b"", ""Mad1l1"", ""Ran"", ""Aurkb"", ""Knstrn"", ""Zwint"", ""Nup62"", ""Champ1"", ""Kif14"", ""Hnrnpu"", ""Kpnb1"", ""Kifc1"", ""Rrs1"", ""Riok2"", ""Baz1b"", ""Xrcc3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_ENDONUCLEOLYTIC,GO:0090502,77,19,0.24675324675324675,2.8261909307689484e-5,0.0025989651828799473,0.0023851089374191635,"c(""Tsnax"", ""Nob1"", ""Ago2"", ""Snd1"", ""Ybey"", ""Nop9"", ""Pop1"", ""Bop1"", ""Rrs1"", ""Fen1"", ""Bms1"", ""Nol9"", ""Apex1"", ""Pop4"", ""Slfn9"", ""Ints11"", ""Utp20"", ""Elac2"", ""Tsr1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_RESPIRATION,GO:0045333,224,39,0.17410714285714285,2.833762660461002e-5,0.0025989651828799473,0.0023851089374191635,"c(""Trpv4"", ""Pdha1"", ""Sdhaf4"", ""Slc25a23"", ""Il10rb"", ""Mtfr1l"", ""Ifnar1"", ""Dguok"", ""mt-Nd4"", ""mt-Co1"", ""mt-Cytb"", ""mt-Nd5"", ""mt-Nd2"", ""mt-Nd6"", ""Sod2"", ""Ifng"", ""Mtfr1"", ""Hif1a"", ""Uqcrc1"", ""Shmt2"", ""Nr4a3"", ""Ndufa12"", ""Myc"", ""Idh3a"", ""Mybbp1a"", ""Noa1"", ""Cyc1"", ""Ndufb6"", ""Chchd10"", ""Sdhd"", ""Cycs"", ""Atp5b"", ""Uqcrfs1"", ""Uqcrb"", ""Atp5o"", ""Pde12"", ""Aco1"", ""Aco2"", ""Nnt"")"
int,1553,C5,GO:BP,15653,1379,GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,GO:0010498,489,70,0.14314928425357873,3.2316570076620526e-5,0.0029046133184866527,0.0026656067696884046,"c(""Nedd4"", ""Ubb"", ""Psmb8"", ""Trim25"", ""Axin1"", ""Zfp598"", ""Sel1l"", ""Rnf5"", ""Traf4"", ""Fbxw5"", ""Ankzf1"", ""Ufl1"", ""Fbxo38"", ""Bfar"", ""Fbxl12"", ""Rcn3"", ""Trpc4ap"", ""Rnf122"", ""Marchf7"", ""Kctd2"", ""Fbxl6"", ""Fbxl20"", ""Zer1"", ""Dmac2"", ""Fbxl8"", ""Zfand2b"", ""Wwp2"", ""Siah1a"", ""Mdm2"", ""Sdcbp"", ""Tmub2"", ""Gabarap"", ""Rchy1"", ""Ube2b"", ""Fam8a1"", ""Nploc4"", ""Psme2"", ""Ddi2"", ""Stt3b"", ""Ltn1"", ""Uggt1"", ""Tmem67"", ""Psmb6"", ""Hsp90b1"", ""Psmd7"", ""Cdc20"", ""Ube2c"", ""Plk1"", ""Uchl5"", ""Psme3"", ""Sdf2l1"", ""Ccnf"", ""Psmc1"", ""Smarcc1"", ""Kif14"", 
""Rad23b"", ""Psmd2"", ""Ddb1"", ""Fbxw8"", ""Fem1b"", ""Psmb7"", ""Get4"", ""Psma2"", ""Ubqln4"", ""Psma7"", ""Psmc4"", ""Kctd17"", ""Ubxn2a"", ""Glmn"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,GO:0009070,17,8,0.47058823529411764,4.186480257631995e-5,0.0036607283920151363,0.003359504799361794,"c(""Sephs1"", ""Shmt2"", ""Shmt1"", ""Cth"", ""Phgdh"", ""Mthfd1"", ""Sephs2"", ""Psat1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CHROMATIN_REMODELING,GO:0006338,236,40,0.1694915254237288,4.2358227944990455e-5,0.0036607283920151363,0.003359504799361794,"c(""Pbrm1"", ""Mta2"", ""Ino80c"", ""Rsf1"", ""Mta3"", ""Hp1bp3"", ""Hdac5"", ""Gata3"", ""Kat2b"", ""Nfe2"", ""Gatad2a"", ""Smyd3"", ""Kdm5b"", ""Myb"", ""Mbd3"", ""Kdm5c"", ""Hmga1"", ""Cbx3"", ""Nudt5"", ""Ruvbl2"", ""Myc"", ""Cenpp"", ""Chaf1a"", ""Uchl5"", ""Nasp"", ""Grwd1"", ""Smarcc1"", ""Supt16"", ""Mcm2"", ""Mllt1"", ""Dnajc9"", ""Brd3"", ""Anp32b"", ""Ruvbl1"", ""Npm3"", ""H2bc14"", ""Smarca4"", ""Baz1b"", ""Hcfc1"", ""Chd1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_HISTONE_H4_K20_METHYLATION,GO:0034770,13,7,0.5384615384615384,4.324298767777026e-5,0.0036666789929037653,0.003364965754151021,"c(""Nsd1"", ""Kmt5c"", ""Arid4b"", ""Kmt5a"", ""Nsd2"", ""Smyd5"", ""Bend3"")"
